folder	file_name	genus	species	data_source	country	specimen_id
2019 November	DSC_0391.JPG	Astyanax	cf. anterior	field	Peru	T2-CV1QH-01
2019 November	DSC_0393.JPG	Steindachnerina	guentheri	field	Peru	T2-CV1QH-02
2019 November	DSC_0392.JPG	Steindachnerina	guentheri	field	Peru	T2-CV1QH-02
2019 November	DSC_0394.JPG	Moenkhausia	comma	field	Peru	T2-CV1QH-03
2019 November	DSC_0395.JPG	Moenkhausia	comma	field	Peru	T2-CV1QH-03
2019 November	DSC_0397.JPG	Gasteropelecus	sternicla	field	Peru	T2-CV1QH-04
2019 November	DSC_0396.JPG	Gasteropelecus	sternicla	field	Peru	T2-CV1QH-04
2019 November	DSC_0398.JPG	Gasteropelecus	sternicla	field	Peru	T2-CV1QH-05
2019 November	DSC_0399.JPG	Gasteropelecus	sternicla	field	Peru	T2-CV1QH-05
2019 November	DSC_0401.JPG	Gasteropelecus	sternicla	field	Peru	T2-CV1QH-06
2019 November	DSC_0402.JPG	Gasteropelecus	sternicla	field	Peru	T2-CV1QH-07
2019 November	DSC_0400.JPG	Gasteropelecus	sternicla	field	Peru	T2-CV1QH-06
2019 November	DSC_0403.JPG	Gasteropelecus	sternicla	field	Peru	T2-CV1QH-07
2019 November	DSC_0404.JPG	Gasteropelecus	sternicla	field	Peru	T2-CV1QH-08
2019 November	DSC_0405.JPG	Gasteropelecus	sternicla	field	Peru	T2-CV1QH-08
2019 November	DSC_0407.JPG	Gasteropelecus	sternicla	field	Peru	T2-CV1QH-09
2019 November	DSC_0406.JPG	Gasteropelecus	sternicla	field	Peru	T2-CV1QH-09
2019 November	DSC_0408.JPG	Moenkhausia	comma	field	Peru	T2-CV1QH-10
2019 November	DSC_0409.JPG	Moenkhausia	comma	field	Peru	T2-CV1QH-10
2019 November	DSC_0410.JPG	Apistogramma	sp. 1	field	Peru	T2-CV1QH-11
2019 November	DSC_0411.JPG	Apistogramma	sp. 1	field	Peru	T2-CV1QH-11
2019 November	DSC_0412.JPG	Bunocephalus 	caracoideus	field	Peru	T2-CV1QH-12
2019 November	DSC_0413.JPG	Bunocephalus 	caracoideus	field	Peru	T2-CV1QH-12
2019 November	DSC_0414.JPG	Pterygoplichthys	sp. 1	field	Peru	T2-CV1QH-13
2019 November	DSC_0416.JPG	Pterygoplichthys	sp. 1	field	Peru	T2-CV1QH-13
2019 November	DSC_0415.JPG	Pterygoplichthys	sp. 1	field	Peru	T2-CV1QH-13
2019 November	DSC_0417.JPG	Pterygoplichthys	sp. 1	field	Peru	T2-CV1QH-13
2019 November	DSC_0418.JPG	Astyanax	cf. lacustris	field	Peru	T3-CV1QH-01
2019 November	DSC_0419.JPG	Astyanax	cf. lacustris	field	Peru	T3-CV1QH-01
2019 November	DSC_0421.JPG	Astyanax	cf. lacustris	field	Peru	T3-CV1QH-02
2019 November	DSC_0420.JPG	Astyanax	cf. lacustris	field	Peru	T3-CV1QH-02
2019 November	DSC_0422.JPG	Leporinus	fridereci	field	Peru	T3-CV1QH-03
2019 November	DSC_0423.JPG	Leporinus	fridereci	field	Peru	T3-CV1QH-03
2019 November	DSC_0424.JPG	Hyphessobrycon	cf. margitae	field	Peru	T3-CV1QH-04
2019 November	DSC_0425.JPG	Hyphessobrycon	cf. margitae	field	Peru	T3-CV1QH-04
2019 November	DSC_0426.JPG	Ancistrus	sp. 1	field	Peru	T3-CV1QH-05
2019 November	DSC_0427.JPG	Ancistrus	sp. 1	field	Peru	T3-CV1QH-05
2019 November	DSC_0429.JPG	Ancistrus	sp. 1	field	Peru	T3-CV1QH-05
2019 November	DSC_0428.JPG	Ancistrus	sp. 1	field	Peru	T3-CV1QH-05
2019 November	DSC_0431.JPG	Bunocephalus 	caracoideus	field	Peru	T3-CV1QH-06
2019 November	DSC_0430.JPG	Bunocephalus 	caracoideus	field	Peru	T3-CV1QH-06
2019 November	DSC_0432.JPG	Ancistrus	sp. 1	field	Peru	T3-CV1QH-07
2019 November	DSC_0433.JPG	Ancistrus	sp. 1	field	Peru	T3-CV1QH-07
2019 November	DSC_0434.JPG	Ancistrus	sp. 2	field	Peru	T3-CV1QH-08
2019 November	DSC_0436.JPG	Synbranchus	marmoratus	field	Peru	T3-CV1QH-09
2019 November	DSC_0435.JPG	Ancistrus	sp. 2	field	Peru	T3-CV1QH-08
2019 November	DSC_0437.JPG	Synbranchus	marmoratus	field	Peru	T3-CV1QH-09
2019 November	DSC_0439.JPG	Moenkhausia	comma	field	Peru	T4-CV1QH-01
2019 November	DSC_0438.JPG	Moenkhausia	comma	field	Peru	T4-CV1QH-01
2019 November	DSC_0440.JPG	Astyanax	cf. lacustris	field	Peru	T4-CV1QH-02
2019 November	DSC_0441.JPG	Astyanax	cf. lacustris	field	Peru	T4-CV1QH-02
2019 November	DSC_0442.JPG	Bario	steindachneri	field	Peru	T4-CV1QH-03
2019 November	DSC_0443.JPG	Bario	steindachneri	field	Peru	T4-CV1QH-03
2019 November	DSC_0445.JPG	Carnegiella	strigata	field	Peru	T4-CV1QH-04
2019 November	DSC_0444.JPG	Carnegiella	strigata	field	Peru	T4-CV1QH-04
2019 November	DSC_0447.JPG	Bujurquina	moriorum	field	Peru	T4-CV1QH-05
2019 November	DSC_0446.JPG	Bujurquina	moriorum	field	Peru	T4-CV1QH-05
2019 November	DSC_0448.JPG	Bujurquina	moriorum	field	Peru	T4-CV1QH-06
2019 November	DSC_0449.JPG	Bujurquina	moriorum	field	Peru	T4-CV1QH-06
2019 November	DSC_0450.JPG	Bujurquina	moriorum	field	Peru	T4-CV1QH-07
2019 November	DSC_0451.JPG	Bujurquina	moriorum	field	Peru	T4-CV1QH-07
2019 November	DSC_0452.JPG	Bunocephalus 	caracoideus	field	Peru	T4-CV1QH-08
2019 November	DSC_0453.JPG	Bunocephalus 	caracoideus	field	Peru	T4-CV1QH-08
2019 November	DSC_0454.JPG	Bario	steindachneri	field	Peru	T5-CV1QH-01
2019 November	DSC_0455.JPG	Bario	steindachneri	field	Peru	T5-CV1QH-01
2019 November	DSC_0456.JPG	Moenkhausia	comma	field	Peru	T5-CV1QH-02
2019 November	DSC_0457.JPG	Moenkhausia	comma	field	Peru	T5-CV1QH-02
2019 November	DSC_0458.JPG	Moenkhausia	comma	field	Peru	T5-CV1QH-03
2019 November	DSC_0460.JPG	Moenkhausia	sp. 1	field	Peru	T5-CV1QH-04
2019 November	DSC_0459.JPG	Moenkhausia	comma	field	Peru	T5-CV1QH-03
2019 November	DSC_0461.JPG	Moenkhausia	sp. 1	field	Peru	T5-CV1QH-04
2019 November	DSC_0462.JPG	Gasteropelecus	sternicla	field	Peru	T5-CV1QH-05
2019 November	DSC_0464.JPG	Moenkhausia	comma	field	Peru	T5-CV1QH-06
2019 November	DSC_0465.JPG	Moenkhausia	comma	field	Peru	T5-CV1QH-06
2019 November	DSC_0463.JPG	Gasteropelecus	sternicla	field	Peru	T5-CV1QH-05
2019 November	DSC_0466.JPG	Moenkhausia	comma	field	Peru	T5-CV1QH-07
2019 November	DSC_0468.JPG	Moenkhausia	comma	field	Peru	T5-CV1QH-08
2019 November	DSC_0467.JPG	Moenkhausia	comma	field	Peru	T5-CV1QH-07
2019 November	DSC_0469.JPG	Moenkhausia	comma	field	Peru	T5-CV1QH-08
2019 November	DSC_0470.JPG	Moenkhausia	sp. 1	field	Peru	T5-CV1QH-09
2019 November	DSC_0472.JPG	Knodus	sp. 1	field	Peru	T5-CV1QH-10
2019 November	DSC_0471.JPG	Moenkhausia	sp. 1	field	Peru	T5-CV1QH-09
2019 November	DSC_0473.JPG	Knodus	sp. 1	field	Peru	T5-CV1QH-10
2019 November	DSC_0474.JPG	Knodus	sp. 1	field	Peru	T5-CV1QH-11
2019 November	DSC_0475.JPG	Knodus	sp. 1	field	Peru	T5-CV1QH-11
2019 November	DSC_0476.JPG	Crenicichla	sp. 1	field	Peru	T5-CV1QH-12
2019 November	DSC_0477.JPG	Crenicichla	sp. 1	field	Peru	T5-CV1QH-12
2019 November	DSC_0480.JPG	Ancistrus	sp. 1	field	Peru	T5-CV1QH-14
2019 November	DSC_0481.JPG	Ancistrus	sp. 1	field	Peru	T5-CV1QH-14
2019 November	DSC_0482.JPG	Knodus	sp. 1	field	Peru	T5-CV1QH-15
2019 November	DSC_0483.JPG	Knodus	sp. 1	field	Peru	T5-CV1QH-15
2019 November	DSC_0484.JPG	Astyanax	cf. lacustris	field	Peru	T6-CV1QH-01
2019 November	DSC_0485.JPG	Astyanax	cf. lacustris	field	Peru	T6-CV1QH-01
2019 November	DSC_0486.JPG	Astyanax	cf. anterior	field	Peru	T6-CV1QH-02
2019 November	DSC_0488.JPG	Astyanax	cf. anterior	field	Peru	T6-CV1QH-03
2019 November	DSC_0487.JPG	Astyanax	cf. anterior	field	Peru	T6-CV1QH-02
2019 November	DSC_0489.JPG	Astyanax	cf. anterior	field	Peru	T6-CV1QH-03
2019 November	DSC_0491.JPG	Astyanax	cf. anterior	field	Peru	T6-CV1QH-04
2019 November	DSC_0490.JPG	Astyanax	cf. anterior	field	Peru	T6-CV1QH-04
2019 November	DSC_0492.JPG	Astyanax	cf. lacustris	field	Peru	T6-CV1QH-05
2019 November	DSC_0493.JPG	Astyanax	cf. lacustris	field	Peru	T6-CV1QH-05
2019 November	DSC_0494.JPG	Astyanax	cf. lacustris	field	Peru	T6-CV1QH-06
2019 November	DSC_0495.JPG	Astyanax	cf. lacustris	field	Peru	T6-CV1QH-06
2019 November	DSC_0496.JPG	Astyanax	cf. lacustris	field	Peru	T6-CV1QH-07
2019 November	DSC_0498.JPG	Moenkhausia	comma	field	Peru	T6-CV1QH-08
2019 November	DSC_0497.JPG	Astyanax	cf. lacustris	field	Peru	T6-CV1QH-07
2019 November	DSC_0499.JPG	Moenkhausia	comma	field	Peru	T6-CV1QH-08
2019 November	DSC_0500.JPG	Moenkhausia	comma	field	Peru	T6-CV1QH-09
2019 November	DSC_0501.JPG	Moenkhausia	comma	field	Peru	T6-CV1QH-09
2019 November	DSC_0504.JPG	Bujurquina	moriorum	field	Peru	T6-CV1QH-11
2019 November	DSC_0507.JPG	Corydoras	aeneus	field	Peru	T6-CV1QH-12
2019 November	DSC_0505.JPG	Bujurquina	moriorum	field	Peru	T6-CV1QH-11
2019 November	DSC_0506.JPG	Corydoras	aeneus	field	Peru	T6-CV1QH-12
2019 November	DSC_0508.JPG	Moenkhausia	comma	field	Peru	T6-CV1QH-13
2019 November	DSC_0509.JPG	Moenkhausia	comma	field	Peru	T6-CV1QH-13
2019 November	DSC_0511.JPG	Moenkhausia	comma	field	Peru	T6-CV1QH-14
2019 November	DSC_0510.JPG	Moenkhausia	comma	field	Peru	T6-CV1QH-14
2019 November	DSC_0512.JPG	Heroina	isonycterina	field	Peru	MACV1-08
2019 November	DSC_0513.JPG	Heroina	isonycterina	field	Peru	MACV1-08
2019 November	DSC_0514.JPG	Roeboides	myersii	field	Peru	MACV1-09
2019 November	DSC_0515.JPG	Roeboides	myersii	field	Peru	MACV1-09
2019 November	DSC_0516.JPG	Leporinus	fridereci	field	Peru	MACV1-10
2019 November	DSC_0517.JPG	Leporinus	fridereci	field	Peru	MACV1-10
2019 November	DSC_0518.JPG	Tetragonopterus	argenteus	field	Peru	MACV1-11
2019 November	DSC_0519.JPG	Tetragonopterus	argenteus	field	Peru	MACV1-11
2019 November	DSC_0520.JPG	Hypostomus 	sp. 1	field	Peru	MACV1-12
2019 November	DSC_0521.JPG	Hypostomus 	sp. 1	field	Peru	MACV1-12
2019 November	DSC_0522.JPG	Hypostomus 	sp. 1	field	Peru	MACV1-12
2019 November	DSC_0523.JPG	Hypostomus 	sp. 1	field	Peru	MACV1-12
2019 November	DSC_0525.JPG	Paragoniates 	alburnus	field	Peru	MACV1-13
2019 November	DSC_0524.JPG	Paragoniates 	alburnus	field	Peru	MACV1-13
2019 November	DSC_0527.JPG	Knodus	sp. 1	field	Peru	PM01-CV1QMA01
2019 November	DSC_0528.JPG	Knodus	sp. 1	field	Peru	PM01-CV1QMA01
2019 November	DSC_0530.JPG	Knodus	sp. 1	field	Peru	PM01-CV1QMA02
2019 November	DSC_0531.JPG	Creagrutus	beni	field	Peru	PM01-CV1QMA03
2019 November	DSC_0529.JPG	Knodus	sp. 1	field	Peru	PM01-CV1QMA02
2019 November	DSC_0532.JPG	Creagrutus	beni	field	Peru	PM01-CV1QMA03
2019 November	DSC_0534.JPG	Knodus	sp. 1	field	Peru	PM01-CV1QMA04
2019 November	DSC_0533.JPG	Knodus	sp. 1	field	Peru	PM01-CV1QMA04
2019 November	DSC_0535.JPG	Knodus	sp. 1	field	Peru	PM01-CV1QMA05
2019 November	DSC_0536.JPG	Knodus	sp. 1	field	Peru	PM01-CV1QMA05
2019 November	DSC_0538.JPG	Knodus	sp. 1	field	Peru	PM01-CV1QMA06
2019 November	DSC_0537.JPG	Knodus	sp. 1	field	Peru	PM01-CV1QMA06
2019 November	DSC_0539.JPG	Knodus	sp. 1	field	Peru	PM01-CV1QMA07
2019 November	DSC_0540.JPG	Knodus	sp. 1	field	Peru	PM01-CV1QMA07
2019 November	DSC_0542.JPG	Knodus	sp. 1	field	Peru	PM01-CV1QMA08
2019 November	DSC_0544.JPG	Creagrutus	beni	field	Peru	PM01-CV1QMA09
2019 November	DSC_0541.JPG	Knodus	sp. 1	field	Peru	PM01-CV1QMA08
2019 November	DSC_0543.JPG	Creagrutus	beni	field	Peru	PM01-CV1QMA09
2019 November	DSC_0546.JPG	Knodus	sp. 1	field	Peru	PM01-CV1QMA10
2019 November	DSC_0545.JPG	Knodus	sp. 1	field	Peru	PM01-CV1QMA10
2019 November	DSC_0548.JPG	Knodus	sp. 1	field	Peru	PM01-CV1QMA11
2019 November	DSC_0547.JPG	Knodus	sp. 1	field	Peru	PM01-CV1QMA11
2019 November	DSC_0550.JPG	Creagrutus	beni	field	Peru	PM01-CV1QMA12
2019 November	DSC_0551.JPG	Knodus	sp. 1	field	Peru	PM01-CV1QMA13
2019 November	DSC_0552.JPG	Knodus	sp. 1	field	Peru	PM01-CV1QMA13
2019 November	DSC_0549.JPG	Creagrutus	beni	field	Peru	PM01-CV1QMA12
2019 November	DSC_0553.JPG	Creagrutus	beni	field	Peru	PM01-CV1QMA14
2019 November	DSC_0556.JPG	Tyttocharax	sp. 1	field	Peru	PM01-CV1QMA15
2019 November	DSC_0554.JPG	Creagrutus	beni	field	Peru	PM01-CV1QMA14
2019 November	DSC_0555.JPG	Tyttocharax	sp. 1	field	Peru	PM01-CV1QMA15
2019 November	DSC_0557.JPG	Otocinclus	macrospilus	field	Peru	PM01-CV1QMA16
2019 November	DSC_0558.JPG	Otocinclus	macrospilus	field	Peru	PM01-CV1QMA16
2019 November	DSC_0559.JPG	Imparfinis	cf. stictonotus	field	Peru	PM01-CV1QMA17
2019 November	DSC_0560.JPG	Imparfinis	cf. stictonotus	field	Peru	PM01-CV1QMA17
2019 November	DSC_0561.JPG	Hemigrammus	sp. 1	field	Peru	PM01-CV1QMA18
2019 November	DSC_0562.JPG	Hemigrammus	sp. 1	field	Peru	PM01-CV1QMA18
2019 November	DSC_0563.JPG	Acanthopoma	annectens	field	Peru	PM01-CV1QMA19
2019 November	DSC_0564.JPG	Acanthopoma	annectens	field	Peru	PM01-CV1QMA19
2019 November	DSC_0565.JPG	Tyttocharax	sp. 1	field	Peru	PM01-CV1QMA20
2019 November	DSC_0567.JPG	Tyttocharax	sp. 1	field	Peru	PM01-CV1QMA21
2019 November	DSC_0566.JPG	Tyttocharax	sp. 1	field	Peru	PM01-CV1QMA20
2019 November	DSC_0568.JPG	Tyttocharax	sp. 1	field	Peru	PM01-CV1QMA21
2019 November	DSC_0569.JPG	Pimelodella	sp. 2	field	Peru	PM02-CV1QMA01
2019 November	DSC_0570.JPG	Pimelodella	sp. 2	field	Peru	PM02-CV1QMA01
2019 November	DSC_0571.JPG	Pimelodella	sp. 2	field	Peru	PM02-CV1QMA02
2019 November	DSC_0572.JPG	Pimelodella	sp. 2	field	Peru	PM02-CV1QMA02
2019 November	DSC_0574.JPG	Gasteropelecus	sternicla	field	Peru	PM02-CV1QMA03
2019 November	DSC_0573.JPG	Gasteropelecus	sternicla	field	Peru	PM02-CV1QMA03
2019 November	DSC_0576.JPG	Gasteropelecus	sternicla	field	Peru	PM02-CV1QMA04
2019 November	DSC_0575.JPG	Gasteropelecus	sternicla	field	Peru	PM02-CV1QMA04
2019 November	DSC_0577.JPG	Characidium	sp. 1	field	Peru	PM02-CV1QMA05
2019 November	DSC_0578.JPG	Characidium	sp. 1	field	Peru	PM02-CV1QMA05
2019 November	DSC_0580.JPG	Steindachnerina	guentheri	field	Peru	PM02-CV1QMA06
2019 November	DSC_0579.JPG	Steindachnerina	guentheri	field	Peru	PM02-CV1QMA06
2019 November	DSC_0581.JPG	Moenkhausia	collettii	field	Peru	PM02-CV1QMA07
2019 November	DSC_0582.JPG	Moenkhausia	collettii	field	Peru	PM02-CV1QMA07
2019 November	DSC_0583.JPG	Corydoras	atropersonatus	field	Peru	PM02-CV1QMA08
2019 November	DSC_0584.JPG	Corydoras	atropersonatus	field	Peru	PM02-CV1QMA08
2019 November	DSC_0587.JPG	Bujurquina	huallagae	field	Peru	PM02-CV1QMA10
2019 November	DSC_0585.JPG	Hemigrammus	sp. 1	field	Peru	PM02-CV1QMA09
2019 November	DSC_0586.JPG	Hemigrammus	sp. 1	field	Peru	PM02-CV1QMA09
2019 November	DSC_0588.JPG	Bujurquina	huallagae	field	Peru	PM02-CV1QMA10
2019 November	DSC_0590.JPG	Otocinclus	macrospilus	field	Peru	PM02-CV1QMA11
2019 November	DSC_0589.JPG	Otocinclus	macrospilus	field	Peru	PM02-CV1QMA11
2019 November	DSC_0591.JPG	Corydoras	atropersonatus	field	Peru	PM02-CV1QMA12
2019 November	DSC_0592.JPG	Corydoras	atropersonatus	field	Peru	PM02-CV1QMA12
2019 November	DSC_0593.JPG	Hemigrammus	sp. 1	field	Peru	PM02-CV1QMA13
2019 November	DSC_0594.JPG	Hemigrammus	sp. 1	field	Peru	PM02-CV1QMA13
2019 November	DSC_0596.JPG	Hemigrammus	sp. 1	field	Peru	PM02-CV1QMA14
2019 November	DSC_0595.JPG	Hemigrammus	sp. 1	field	Peru	PM02-CV1QMA14
2019 November	DSC_0597.JPG	Phenacogaster	napoatilis 	field	Peru	PM03-CV1QMA01
2019 November	DSC_0598.JPG	Phenacogaster	napoatilis 	field	Peru	PM03-CV1QMA01
2019 November	DSC_0600.JPG	Phenacogaster	napoatilis 	field	Peru	PM03-CV1QMA02
2019 November	DSC_0599.JPG	Phenacogaster	napoatilis 	field	Peru	PM03-CV1QMA02
2019 November	DSC_0603.JPG	Phenacogaster	sp. 1	field	Peru	PM03-CV1QMA04
2019 November	DSC_0601.JPG	Phenacogaster	napoatilis 	field	Peru	PM03-CV1QMA03
2019 November	DSC_0604.JPG	Phenacogaster	sp. 1	field	Peru	PM03-CV1QMA04
2019 November	DSC_0602.JPG	Phenacogaster	napoatilis 	field	Peru	PM03-CV1QMA03
2019 November	DSC_0607.JPG	Phenacogaster	napoatilis 	field	Peru	PM03-CV1QMA06
2019 November	DSC_0605.JPG	Hemigrammus	sp. 1	field	Peru	PM03-CV1QMA05
2019 November	DSC_0608.JPG	Phenacogaster	napoatilis 	field	Peru	PM03-CV1QMA06
2019 November	DSC_0606.JPG	Hemigrammus	sp. 1	field	Peru	PM03-CV1QMA05
2019 November	DSC_0610.JPG	Hemigrammus	sp. 1	field	Peru	PM03-CV1QMA07
2019 November	DSC_0609.JPG	Hemigrammus	sp. 1	field	Peru	PM03-CV1QMA07
2019 November	DSC_0611.JPG	Phenacogaster	sp. 1	field	Peru	PM03-CV1QMA08
2019 November	DSC_0612.JPG	Phenacogaster	sp. 1	field	Peru	PM03-CV1QMA08
2019 November	DSC_0614.JPG	Hemigrammus	cf. marginatus 	field	Peru	PM03-CV1QMA09
2019 November	DSC_0613.JPG	Hemigrammus	cf. marginatus 	field	Peru	PM03-CV1QMA09
2019 November	DSC_0616.JPG	Hyphessobrycon	sp. 1	field	Peru	PM03-CV1QMA10
2019 November	DSC_0615.JPG	Hyphessobrycon	sp. 1	field	Peru	PM03-CV1QMA10
2019 November	DSC_0618.JPG	Hyphessobrycon	sp. 1	field	Peru	PM03-CV1QMA11
2019 November	DSC_0617.JPG	Hyphessobrycon	sp. 1	field	Peru	PM03-CV1QMA11
2019 November	DSC_0620.JPG	Hyphessobrycon	sp. 1	field	Peru	PM03-CV1QMA12
2019 November	DSC_0619.JPG	Hyphessobrycon	sp. 1	field	Peru	PM03-CV1QMA12
2019 November	DSC_0621.JPG	Moenkhausia	oligolepis	field	Peru	PM03-CV1QMA13
2019 November	DSC_0622.JPG	Moenkhausia	oligolepis	field	Peru	PM03-CV1QMA13
2019 November	DSC_0623.JPG	Phenacogaster	sp. 1	field	Peru	PM03-CV1QMA14
2019 November	DSC_0624.JPG	Phenacogaster	sp. 1	field	Peru	PM03-CV1QMA14
2019 November	DSC_0625.JPG	Hemigrammus	sp. 1	field	Peru	PM03-CV1QMA15
2019 November	DSC_0626.JPG	Hemigrammus	sp. 1	field	Peru	PM03-CV1QMA15
2019 November	DSC_0628.JPG	Hyphessobrycon	sp. 1	field	Peru	PM03-CV1QMA16
2019 November	DSC_0627.JPG	Hyphessobrycon	sp. 1	field	Peru	PM03-CV1QMA16
2019 November	DSC_0629.JPG	Hyphessobrycon	sp. 1	field	Peru	PM03-CV1QMA17
2019 November	DSC_0630.JPG	Hyphessobrycon	sp. 1	field	Peru	PM03-CV1QMA17
2019 November	DSC_0631.JPG	Hyphessobrycon	sp. 1	field	Peru	PM03-CV1QMA18
2019 November	DSC_0632.JPG	Hyphessobrycon	sp. 1	field	Peru	PM03-CV1QMA18
2019 November	DSC_0633.JPG	Phenacogaster	napoatilis 	field	Peru	PM03-CV1QMA19
2019 November	DSC_0634.JPG	Phenacogaster	napoatilis 	field	Peru	PM03-CV1QMA19
2019 November	DSC_0635.JPG	Hemigrammus	sp. 1	field	Peru	PM03-CV1QMA20
2019 November	DSC_0636.JPG	Hemigrammus	sp. 1	field	Peru	PM03-CV1QMA20
2019 November	DSC_0639.JPG	Hemigrammus	sp. 1	field	Peru	PM03-CV1QMA22
2019 November	DSC_0637.JPG	Cyphocharax	cf. vexillapinnus	field	Peru	PM03-CV1QMA21
2019 November	DSC_0640.JPG	Hemigrammus	sp. 1	field	Peru	PM03-CV1QMA22
2019 November	DSC_0638.JPG	Cyphocharax	cf. vexillapinnus	field	Peru	PM03-CV1QMA21
2019 November	DSC_0642.JPG	Hyphessobrycon	sp. 1	field	Peru	PM03-CV1QMA23
2019 November	DSC_0643.JPG	Phenacogaster	sp. 1	field	Peru	PM03-CV1QMA24
2019 November	DSC_0644.JPG	Phenacogaster	sp. 1	field	Peru	PM03-CV1QMA24
2019 November	DSC_0641.JPG	Hyphessobrycon	sp. 1	field	Peru	PM03-CV1QMA23
2019 November	DSC_0645.JPG	Hemigrammus	sp. 1	field	Peru	PM03-CV1QMA25
2019 November	DSC_0648.JPG	Hyphessobrycon	sp. 1	field	Peru	PM03-CV1QMA27
2019 November	DSC_0646.JPG	Hemigrammus	sp. 1	field	Peru	PM03-CV1QMA25
2019 November	DSC_0650.JPG	Characidium	cf. pellucidum	field	Peru	PM03-CV1QMA28
2019 November	DSC_0652.JPG	Hemigrammus	sp. 1	field	Peru	PM03-CV1QMA29
2019 November	DSC_0649.JPG	Hyphessobrycon	sp. 1	field	Peru	PM03-CV1QMA27
2019 November	DSC_0651.JPG	Characidium	cf. pellucidum	field	Peru	PM03-CV1QMA28
2019 November	DSC_0656.JPG	Hemigrammus	sp. 1	field	Peru	PM03-CV1QMA31
2019 November	DSC_0653.JPG	Hemigrammus	sp. 1	field	Peru	PM03-CV1QMA29
2019 November	DSC_0654.JPG	Hemigrammus	sp. 1	field	Peru	PM03-CV1QMA30
2019 November	DSC_0655.JPG	Hemigrammus	sp. 1	field	Peru	PM03-CV1QMA30
2019 November	DSC_0657.JPG	Hemigrammus	sp. 1	field	Peru	PM03-CV1QMA31
2019 November	DSC_0658.JPG	Hemigrammus	sp. 1	field	Peru	PM03-CV1QMA32
2019 November	DSC_0659.JPG	Hemigrammus	sp. 1	field	Peru	PM03-CV1QMA32
2019 November	DSC_0660.JPG	Hemigrammus	sp. 1	field	Peru	PM03-CV1QMA33
2019 November	DSC_0661.JPG	Hemigrammus	sp. 1	field	Peru	PM03-CV1QMA33
2019 November	DSC_0663.JPG	Hyphessobrycon	sp. 1	field	Peru	PM03-CV1QMA35
2019 November	DSC_0664.JPG	Hyphessobrycon	sp. 1	field	Peru	PM03-CV1QMA35
2019 November	DSC_0665.JPG	Hemigrammus	sp. 1	field	Peru	PM03-CV1QMA36
2019 November	DSC_0666.JPG	Hemigrammus	sp. 1	field	Peru	PM03-CV1QMA36
2019 November	DSC_0667.JPG	Phenacogaster	sp. 1	field	Peru	PM03-CV1QMA37
2019 November	DSC_0668.JPG	Phenacogaster	sp. 1	field	Peru	PM03-CV1QMA37
2019 November	DSC_0670.JPG	Hemigrammus	sp. 1	field	Peru	PM03-CV1QMA38
2019 November	DSC_0669.JPG	Hemigrammus	sp. 1	field	Peru	PM03-CV1QMA38
2019 November	DSC_0671.JPG	Characidium	cf. pellucidum	field	Peru	PM03-CV1QMA39
2019 November	DSC_0673.JPG	Characidium	cf. pellucidum	field	Peru	PM03-CV1QMA40
2019 November	DSC_0672.JPG	Characidium	cf. pellucidum	field	Peru	PM03-CV1QMA39
2019 November	DSC_0674.JPG	Characidium	cf. pellucidum	field	Peru	PM03-CV1QMA40
2019 November	DSC_0675.JPG	Characidium	cf. pellucidum	field	Peru	PM03-CV1QMA41
2019 November	DSC_0677.JPG	Characidium	cf. pellucidum	field	Peru	PM03-CV1QMA42
2019 November	DSC_0676.JPG	Characidium	cf. pellucidum	field	Peru	PM03-CV1QMA41
2019 November	DSC_0678.JPG	Characidium	cf. pellucidum	field	Peru	PM03-CV1QMA42
2019 November	DSC_0679.JPG	Characidium	cf. pellucidum	field	Peru	PM03-CV1QMA43
2019 November	DSC_0680.JPG	Characidium	cf. pellucidum	field	Peru	PM03-CV1QMA43
2019 November	DSC_0682.JPG	Hyphessobrycon	sp. 1	field	Peru	PM03-CV1QMA44
2019 November	DSC_0681.JPG	Hyphessobrycon	sp. 1	field	Peru	PM03-CV1QMA44
2019 November	DSC_0683.JPG	Hyphessobrycon	sp. 1	field	Peru	PM03-CV1QMA45
2019 November	DSC_0684.JPG	Hyphessobrycon	sp. 1	field	Peru	PM03-CV1QMA45
2019 November	DSC_0685.JPG	Rineloricaria	sp. 1	field	Peru	PM03-CV1QMA46
2019 November	DSC_0686.JPG	Rineloricaria	sp. 1	field	Peru	PM03-CV1QMA46
2019 November	DSC_0687.JPG	Prochilodus 	nigricans	field	Peru	MACV1-14
2019 November	DSC_0688.JPG	Prochilodus 	nigricans	field	Peru	MACV1-14
2019 November	DSC_0689.JPG	Prochilodus 	nigricans	field	Peru	MACV1-15
2019 November	DSC_0690.JPG	Prochilodus 	nigricans	field	Peru	MACV1-15
2019 November	DSC_0692.JPG	Serrasalmus	rhombeus	field	Peru	MACV1-16
2019 November	DSC_0691.JPG	Serrasalmus	rhombeus	field	Peru	MACV1-16
2019 November	DSC_0695.JPG	Hoplias	malabaricus	field	Peru	MACV1-18
2019 November	DSC_0694.JPG	Ageneiosus 	inermis	field	Peru	MACV1-17
2019 November	DSC_0693.JPG	Ageneiosus 	inermis	field	Peru	MACV1-17
2019 November	DSC_0696.JPG	Hoplias	malabaricus	field	Peru	MACV1-18
2019 November	DSC_0697.JPG	Steindachnerina	sp. 1	field	Peru	MACV1-19
2019 November	DSC_0698.JPG	Steindachnerina	sp. 1	field	Peru	MACV1-19
